ENTITYA	IDA	ENTITYB	IDB	SCORE
DYRK2	F1LYY7	DPYSL3	Q62952	0.236
DYRK2	F1LYY7	DPYSL3	Q62952	0.236
DYRK2	F1LYY7	DPYSL3	Q62952	0.236
DYRK2	F1LYY7	CARHSP1	Q9WU49	0.15
DYRK2	F1LYY7	CARHSP1	Q9WU49	0.15
DYRK2	F1LYY7	CARHSP1	Q9WU49	0.15
LPAR1	P61794	Gna14	Q5EAP4	0.372
LPAR1	P61794	GNAI3	P08753	0.493
LPAR1	P61794	GNAO1	P59215	0.373
LPAR1	P61794	GNA15	O88302	0.391
LPAR1	P61794	GNAQ	P82471	0.463
RND1	Q5FVG9	MAPK8	P49185	0.216
LPAR1	P61794	GNAQ	P82471	0.463
LPAR1	P61794	GNAI1	P10824	0.474
LPAR1	P61794	GNAI1	P10824	0.474
LPAR1	P61794	GNA12	Q63210	0.394
LPAR1	P61794	GNA12	Q63210	0.394
LPAR1	P61794	GNA12	Q63210	0.394
LPAR1	P61794	GNA12	Q63210	0.394
LPAR1	P61794	GNA13	F1LNG7	0.39
LPAR1	P61794	GNA13	F1LNG7	0.39
LPAR1	P61794	GNA13	F1LNG7	0.39
Gtf3a	Q8VHT8	RNA Polymerase III	SIGNOR-C389	0.377
Mrps31	B0BN56	28S mitochondrial small ribosomal subunit	SIGNOR-C266	0.1
Cenpi	Q63517	CCAN complex	SIGNOR-C365	0.695
Nectin2	Q5FVC5	Cd226	D3ZS97	0.1
Rabggta	Q08602	Rab3a	P63012	0.479
ESR2	Q62986	TGFA	P01134	0.149
ESR2	Q62986	Tff1	Q63467	0.234
ESR2	Q62986	Scn1a	P04774	0.1
ESR2	Q62986	CDKN1A	Q64315	0.175
ESR2	Q62986	Scn9a	O08562	0.1
ESR2	Q62986	Scn11a	O88457	0.1
ESR2	Q62986	Scn10a	Q62968	0.1
PRCC	B2RYA6	MAD2L2	D3Z8D9	0.415
TFG	Q6AYR1	SEC16A	D3ZN76	0.513
TFG	Q6AYR1	SEC16B	Q75N33	0.394
Thrsp	P04143	Mid1ip1	Q6P7D5	0.459
Rorb	P45446	ARNTL	Q9EPW1	0.363
Tfap2c	Q4V8P9	CRABP2	P51673	0.142
Tfap2c	Q4V8P9	ste2	Q99ND5	0.1
Tfap2c	Q4V8P9	Ecm1	Q62894	0.172
FRZB	B2GUW1	WNT1	D4A9J2	0.412
FRZB	B2GUW1	WNT8A	D4A9D7	0.385
HDAC2	F7ENH8	Snai2	O08954	0.512
HDAC2	F7ENH8	Hpgd	O08699	0.1
HDAC2	F7ENH8	CCND1	P39948	0.407
HDAC2	F7ENH8	CIITA	G3V6C0	0.346
HDAC2	F7ENH8	TWIST1	Q9EPJ1	0.32
HDAC2	F7ENH8	Zfp318	F1M0H0	0.277
HDAC2	F7ENH8	CoREST-HDAC complex	SIGNOR-C105	0.674
HDAC2	F7ENH8	MBD2/NuRD complex	SIGNOR-C337	0.803
HDAC2	F7ENH8	MBD3/NuRD complex	SIGNOR-C338	0.8
HDAC2	F7ENH8	BHC complex	SIGNOR-C353	0.682
CREBBP	Q6JHU9	CBP/p300	SIGNOR-C6	0.508
DPF2	G3V8U3	ESRRA	Q5QJV7	0.1
DPF2	G3V8U3	RUNX1	Q63046	0.1
DPF2	G3V8U3	NfKb-p65/p50	SIGNOR-C13	0.233
DPF2	G3V8U3	SWI/SNF complex	SIGNOR-C92	0.584
Prox1	D3ZU00	IFNG	P01581	0.149
Prox1	D3ZU00		D3ZKY3	0.158
Prox1	D3ZU00	HIF1A	O35800	0.147
CREBBP	Q6JHU9	TP53	P10361	0.914
CREBBP	Q6JHU9	MYOD1	Q02346	0.575
CREBBP	Q6JHU9	Alox15	Q02759	0.1
CREBBP	Q6JHU9	CSK	P32577	0.51
CREBBP	Q6JHU9	IFNAR2	M0R8H7	0.302
CREBBP	Q6JHU9	STAT2	Q5XI26	0.513
CREBBP	Q6JHU9	IRF9	G3V8J4	0.296
CREBBP	Q6JHU9	RELA	Q7TQN4	0.888
KAT6A	Q5TKR9	TP53	P10361	0.591
KAT6A	Q5TKR9	TP53	P10361	0.591
KAT6A	Q5TKR9	CCL3	P50229	0.1
KAT6A	Q5TKR9	RUNX1	Q63046	0.402
KAT6A	Q5TKR9	KAT6A/KAT6B	SIGNOR-C54	0.325
KAT6A	Q5TKR9	KAT6A/PML	SIGNOR-C55	0.47
Dlg3	Q62936	NMDA receptor_2A	SIGNOR-C347	0.654
Dlg3	Q62936	NMDA receptor_2B	SIGNOR-C348	0.669
Dlg3	Q62936	NMDA receptor_2C	SIGNOR-C349	0.623
Dlg3	Q62936	NMDA receptor_2D	SIGNOR-C350	0.571
Dlg3	Q62936	NMDA	SIGNOR-PF56	0.1
Dio2	P70551	MYOD1	Q02346	0.153
Nrcam	P97686	Ank1	D3Z9Z0	0.48
Nrcam	P97686	Ank2	F1LM42	0.692
Nrcam	P97686		F1LNM3	0.633
Hoxb13	D3ZWL5	AR	P15207	0.354
KAT2A	D4ACX5	SMAD3	P84025	0.485
KAT2A	D4ACX5	SMAD2	O70436	0.282
KAT2A	D4ACX5	Slc44a2	B4F795	0.1
KAT2B	F1LQ54	MYOD1	Q02346	0.603
KAT2B	F1LQ54	MYOD1	Q02346	0.603
KAT2B	F1LQ54	NOTCH1	Q07008	0.555
KAT2B	F1LQ54	NOTCH1	Q07008	0.555
KAT2B	F1LQ54	SMAD3	P84025	0.618
KAT2B	F1LQ54	SMAD2	O70436	0.536
KAT2B	F1LQ54	P300/PCAF	SIGNOR-C7	0.712
KAT2B	F1LQ54	NOTCH	SIGNOR-PF30	0.555
JARID2	M0RBV7	NPPA	P01161	0.1
JARID2	M0RBV7	MYOG	P20428	0.1
JARID2	M0RBV7	GATA4	P46152	0.4
JARID2	M0RBV7	NKX2-5	O35767	0.399
Rpgr	B1WC72	Rab8a	P35280	0.289
INPP5D	P97573	TRAF6	B5DF45	0.208
PEG12	D3Z8R0	GSK3B	P18266	0.79
PEG12	D3Z8R0	EIF2B5	Q64350	0.231
PEG12	D3Z8R0	GSK3B/Axin/APC	SIGNOR-C110	0.588
DDX17	E9PT29	RNA helicases p68/p72	SIGNOR-C34	0.418
DDX17	E9PT29	DDX5/DDX17	SIGNOR-C40	0.418
BCL2L2	O88996	BAX	Q63690	0.425
BCL2L2	O88996	BAK1	Q9JK59	0.409
Tank	F1M101	TRAF2	B5DFH7	0.752
GHSR	O08725	Gna14	Q5EAP4	0.372
GHSR	O08725	GNAI3	P08753	0.307
GHSR	O08725	GNAO1	P59215	0.174
GHSR	O08725	GNAZ	P19627	0.174
GHSR	O08725	Gnal	P38406	0.188
GHSR	O08725	GNAQ	P82471	0.406
GHSR	O08725	GNAI1	P10824	0.307
GHSR	O08725	GNAS	Q63803	0.201
SEMA4D	D3ZYR4	PLXNB1	D3ZDX5	0.737
Atoh1	D3ZQL9	HES6	Q5PPN0	0.317
RAD50	Q9JIL8	BRCA1	O54952	0.792
RAD50	Q9JIL8	MRE11A	Q9JIM0	0.1
RAD50	Q9JIL8	ATM	D4ACL8	0.779
RAD50	Q9JIL8	ATM	D4ACL8	0.779
RAD50	Q9JIL8	MRE11/RAD50/NBS1	SIGNOR-C147	0.914
Celf1	Q4QQT3	EIF2S1	P68101	0.144
Neurog1	P70595	Neurod2	Q63689	0.165
ARHGEF1	Q9Z1I6	RHOA	P61589	0.799
ARHGEF1	Q9Z1I6	RHOA	P61589	0.799
ERCC4	D3ZT95	ERCC4/ERCC1	SIGNOR-C50	0.954
Ufd1l	Q9ES53	Cd4	P05540	0.1
UPF1	F1LY19	Upf-EJC	SIGNOR-C367	0.967
Rpl3l	D4A9G1	60S cytosolic large ribosomal subunit	SIGNOR-C287	0.769
COPS5	Q4KM69	SMAD4	O70437	0.363
Gata6	P46153	PLXNA2	D3ZWP6	0.138
Gata6	P46153	MYC	P09416	0.248
Gata6	P46153	CYP17A1	P11715	0.231
Gata6	P46153	Cyp11a1	P14137	0.213
Gata6	P46153	HES1	Q04666	0.194
Gata6	P46153	CDX2	Q9ESV7	0.324
Gata6	P46153	SEMA3C	B5DFL7	0.265
FGF13	Q9ERW3	Scn1a	P04774	0.165
FGF13	Q9ERW3	Scn4a	P15390	0.144
FGF13	Q9ERW3	SCN5A	P15389	0.331
FGF13	Q9ERW3	Scn9a	O08562	0.231
FGF13	Q9ERW3	SCN2A	P04775	0.158
FGF13	Q9ERW3	Scn3a	P08104	0.1
FGF13	Q9ERW3	Scn11a	O88457	0.1
FGF13	Q9ERW3	Scn8a	O88420	0.341
FGF13	Q9ERW3	Scn10a	Q62968	0.1
FGF11	G3V7X1	Scn1a	P04774	0.15
FGF11	G3V7X1	Scn4a	P15390	0.1
FGF11	G3V7X1	SCN5A	P15389	0.1
FGF11	G3V7X1	Scn9a	O08562	0.1
FGF11	G3V7X1	SCN2A	P04775	0.144
FGF11	G3V7X1	Scn3a	P08104	0.1
FGF11	G3V7X1	Scn11a	O88457	0.1
FGF11	G3V7X1	Scn8a	O88420	0.145
KAT5	Q99MK2	SRSF2	Q6PDU1	0.38
FGF11	G3V7X1	Scn10a	Q62968	0.1
FGF14	Q8R5L7	Scn1a	P04774	0.235
FGF14	Q8R5L7	Scn4a	P15390	0.15
FGF14	Q8R5L7	SCN5A	P15389	0.168
FGF14	Q8R5L7	Scn9a	O08562	0.1
FGF14	Q8R5L7	SCN2A	P04775	0.247
FGF14	Q8R5L7	Scn3a	P08104	0.137
FGF14	Q8R5L7	Scn11a	O88457	0.148
FGF14	Q8R5L7	Scn8a	O88420	0.459
FGF14	Q8R5L7	Scn10a	Q62968	0.1
Gpkow	G3V8Z3	Dhx16	Q6MG13	0.81
MAP4K1	D3Z8I4	MAP3K7	P0C8E4	0.513
MAP4K1	D3Z8I4	MAPK8	P49185	0.232
MAP4K1	D3Z8I4	LCP2	Q920L0	0.732
MAP4K1	D3Z8I4	MAP3K1	Q62925	0.357
MAP4K1	D3Z8I4	MAP3K11	Q66HA1	0.528
MAP4K1	D3Z8I4	MAP4K1	D3Z8I4	0.1
SMARCC1	D3ZJU5	SMARCE1	Q56A18	0.887
SMARCC1	D3ZJU5	SWI/SNF complex	SIGNOR-C92	0.855
BAD	O35147	TP53	P10361	0.206
BAD	O35147	BCL2	P49950	0.808
BAD	O35147	BCL2L1	P53563	0.864
BAD	O35147	BCL2L1	P53563	0.864
BAD	O35147	BCL2L2	O88996	0.513
EXTL1	D3ZLU1	SHH	Q63673	0.212
KHSRP	Q99PF5	SRC	Q9WUD9	0.16
KHSRP	Q99PF5	CDKN1A	Q64315	0.144
KHSRP	Q99PF5	DVL3	D4ADV8	0.1
Foxj1	Q63247	Dnali1	Q4FZV3	0.272
Foxj1	Q63247	Spag6	G3V682	0.316
Foxj1	Q63247	CETN2	G3V9W0	0.251
Foxj1	Q63247	Efhc1	D3ZD71	0.23
Foxj1	Q63247	TUBA1A	P68370	0.197
Foxj1	Q63247	Tekt1	Q99JD2	0.237
Foxj1	Q63247	Dnai1	Q5XIL8	0.24
Foxj1	Q63247	Tekt2	Q6AYM2	0.204
Foxj1	Q63247	Axonemal_Dynein	SIGNOR-PF66	0.1
Kcnb2	Q63099	Vapb	Q9Z269	0.1
Kcnb2	Q63099	Vapa	Q9Z270	0.1
TNFRSF14	Q5BK53	TRAF5	M0R7W8	0.58
RIT1	D3ZJH4	BRAF	F1M9C3	0.492
Tnpo1	F1LQP9	PER1	Q8CHI5	0.157
Tnpo1	F1LQP9	FUS	Q5PQK2	0.646
Tnpo1	F1LQP9	NUP153	P49791	0.415
ARHGEF2	Q5FVC2	RHOA	P61589	0.756
IRF7	Q3SWU2	IFNA16L1	D4A428	0.433
IRF7	Q3SWU2	IFNA16L1	D4A428	0.433
IRF7	Q3SWU2	LOC100912356	F1LU43	0.433
IRF7	Q3SWU2	LOC100912314	F1LU02	0.433
IRF7	Q3SWU2	Interferon-type-I	SIGNOR-PF50	0.1
KAT5	Q99MK2	MYOD1	Q02346	0.306
KAT5	Q99MK2	NOTCH1	Q07008	0.353
KAT5	Q99MK2	NOTCH1	Q07008	0.353
KAT5	Q99MK2	NOTCH1	Q07008	0.353
KAT5	Q99MK2	NOTCH1	Q07008	0.353
KAT5	Q99MK2	HIST1H4B	P62804	0.1
Brf1	D4A8W8	TFIIIB	SIGNOR-C393	0.666
Usp13	D3ZDI9	BECN1	Q91XJ1	0.42
DVL3	D4ADV8	CSNK1E	Q9JJ76	0.666
DVL3	D4ADV8	RAC1	Q6RUV5	0.391
DVL3	D4ADV8	PEG12	D3Z8R0	0.351
DVL3	D4ADV8	PIP5K1A	D3ZSI8	0.1
DVL3	D4ADV8	PLCB1	P10687	0.234
USP9X	D3ZC84	EPS15	E9PSY8	0.161
USP9X	D3ZC84	SMAD4	O70437	0.587
USP9X	D3ZC84	SMAD4	O70437	0.587
USP9X	D3ZC84	SMAD4	O70437	0.587
USP9X	D3ZC84	Smn1	O35876	0.167
USP7	Q4VSI4	MDM4	Q5XIN1	0.692
USP7	Q4VSI4	TP53	P10361	0.665
USP7	Q4VSI4	MDM2	D3ZVH5	0.704
EXT2	E9PTT2	EXT1/EXT2	SIGNOR-C51	0.55
MED12	D3ZDE6	CKM complex	SIGNOR-C406	0.92
PTP4A1	Q78EG7	CDK2	Q63699	0.1
WNT2B	G3V7U3	LRP5	F1MAD0	0.482
WNT2B	G3V7U3	FZD3	M0RCN5	0.55
WNT8B	D3ZND6	LRP6	D3ZUH9	0.515
WNT8B	D3ZND6	FZD3	M0RCN5	0.546
Gtf3c6	B0K037	TFIIIC	SIGNOR-C392	0.865
KISS1R	Q924U1	Gna14	Q5EAP4	0.372
KISS1R	Q924U1	GNAQ	P82471	0.426
Hps3	D3ZGG8	BLOC-2	SIGNOR-C252	0.604
Lhx4	F1LZ08	POU1F1	P10037	0.398
Lhx4	F1LZ08	POU1F1	P10037	0.398
SMARCE1	Q56A18	SWI/SNF complex	SIGNOR-C92	0.875
NKD1	D4AAV5	DVL3	D4ADV8	0.655
NKD1	D4AAV5	DVL3	D4ADV8	0.655
FBXW7	D3Z902	MYC	P09416	0.693
FBXW7	D3Z902	MYC	P09416	0.693
FBXW7	D3Z902	GATA2	Q924Y4	0.332
FBXW7	D3Z902	NOTCH1	Q07008	0.544
FBXW7	D3Z902	CCDC6	D4AEK9	0.301
FBXW7	D3Z902	Dab2ip	Q6P730	0.265
FBXW7	D3Z902	Zfp322a	D3ZJ04	0.1
FBXW7	D3Z902	Med13l	F1LZT8	0.273
FBXW7	D3Z902	EGLN2	Q6AYU4	0.293
FBXW7	D3Z902	NOTCH4	Q6MG89	0.414
FBXW7	D3Z902	PPARGC1A	Q9QYK2	0.351
FBXW7	D3Z902	Med13	F1LXU0	0.284
FBXW7	D3Z902	SCF-FBW7	SIGNOR-C135	0.887
FBXW7	D3Z902	NOTCH	SIGNOR-PF30	0.544
CNKSR1	G3V8W8	RAF1	P11345	0.664
CNKSR1	G3V8W8	RASSF1	Q5FAQ9	0.322
IL22RA2	Q7TNI4	IL22	G3V6X6	0.668
Rnf34	Q6AYH3	PPARGC1A	Q9QYK2	0.269
FBXO32	Q91Z62	MYOD1	Q02346	0.486
L3mbtl2	Q3MIF2	MDC1	Q5U2M8	0.1
L3mbtl2	Q3MIF2	RNF168	B2RYR0	0.139
Mul1	D4A1H7	AKT1	P47196	0.399
Mul1	D4A1H7	AKT	SIGNOR-PF24	0.399
Cdca5	M0R5F5	Wapl	D4ADT3	0.1
MKL1	F1LV40	KLF4	Q923V7	0.1
MKL1	F1LV40	SRF	D3ZHH8	0.1
Ergic1	F1LU48	Ergic3	D3ZU83	0.314
PPP1R14A	Q99MC0	PPP1CB	P62142	0.399
Fam162a	Q4QQV3	VDAC1	Q9Z2L0	0.1
Mrpl24	Q66H47	39S mitochondrial large ribosomal subunit	SIGNOR-C285	0.746
ADIPOR1	G3V6I6	APPL1	D3ZWA8	0.681
TRP53INP1	Q80YE2	GABARAPL2	P60522	0.323
TRP53INP1	Q80YE2	MAP1LC3B	Q62625	0.21
TRP53INP1	Q80YE2	MAP1LC3A	Q6XVN8	0.306
PTH2	P0C172	PTH2R	P70555	0.682
Fermt2	Q5XI19	SRC	Q9WUD9	0.241
Fermt2	Q5XI19	Fblim1	Q5U1Y3	0.7
Fermt2	Q5XI19	Fblim1	Q5U1Y3	0.7
Fubp1	Q32PX7	MYC	P09416	0.277
Fubp1	Q32PX7	TNF	P16599	0.1
Fubp1	Q32PX7	KIT	Q63116	0.1
Fubp1	Q32PX7	CCND2	Q04827	0.1
Fubp1	Q32PX7	CDKN1A	Q64315	0.1
Fubp1	Q32PX7	CDKN2B	P55272	0.147
Fubp1	Q32PX7	TNFSF10	E9PU84	0.1
Fubp1	Q32PX7	BIK	Q925D2	0.1
Vti1a	Q9JI51	LE-TGN  SNARE	SIGNOR-C157	0.766
ACD	Q4FZR5	TERT	Q673L6	0.493
ACD	Q4FZR5	RPA2	Q63528	0.1
ACD	Q4FZR5	Rpa1	Q7TP21	0.1
ACD	Q4FZR5	Rpa3	D4A845	0.1
ACD	Q4FZR5	Shelterin complex	SIGNOR-C306	0.852
ACD	Q4FZR5	POT1/ACD	SIGNOR-C64	0.893
MIB2	Q68LP1	JAG2	P97607	0.748
Rad51ap1	A1A5P3	RAD51	B5DF04	0.71
	D4A0U2	Exosome_Complex	SIGNOR-C255	0.1
AKT1S1	D3ZH75	mTORC1	SIGNOR-C3	0.74
SH3KBP1	Q925Q9	CBL	D3ZV15	0.696
CREB3L1	Q66HA2	CREB3L1	Q66HA2	0.1
Phf21a	F1M6K4	KDM1A	F1MA31	0.659
APH1A	Q5PQQ3	PSEN1	P97887	0.949
APH1A	Q5PQQ3	PSEN1	P97887	0.949
APH1A	Q5PQQ3	PSEN2	O88777	0.929
APH1A	Q5PQQ3	NCSTN	Q8CGU6	0.966
APH1A	Q5PQQ3	PSENEN	Q6QI68	0.962
APH1A	Q5PQQ3	gamma-secretase	SIGNOR-C98	0.959
Chchd1	B5DER5	28S mitochondrial small ribosomal subunit	SIGNOR-C266	0.1
SGK3	Q8R4V0	FOXO3	D3ZBQ1	0.343
SGK3	Q8R4V0	GSK3A	P18265	0.305
SGK3	Q8R4V0	GSK3B	P18266	0.384
SGK3	Q8R4V0	GSK3B	P18266	0.384
SGK3	Q8R4V0	FLII	Q5RKI5	0.241
SGK3	Q8R4V0	FLII	Q5RKI5	0.241
SGK3	Q8R4V0	FOXO	SIGNOR-PF27	0.345
Cenpt	Q561R1	CCAN complex	SIGNOR-C365	0.64
	F1M720	RAC1	Q6RUV5	0.476
Ppp1r14b	Q8K3F3	PPP1CB	P62142	0.172
BIRC7	D4A690	LOC100360940	D4A7Z5	0.628
BIRC7	D4A690	DIABLO	Q5RK17	0.628
Ints12	Q68FR3	Integrator complex	SIGNOR-C265	0.684
CHMP4C	Q569C1	ESCRT-III	SIGNOR-C379	0.591
EAF2	Q811X5	ELL	D4A753	0.668
Gcc1	D3ZPA1	ITSN1	Q9WVE9	0.1
Haus1	Q9R0A8	HAUS complex	SIGNOR-C281	0.821
OPTN	Q8R5M4	Nefl	P19527	0.156
OPTN	Q8R5M4	NTF3	P18280	0.14
OPTN	Q8R5M4	BDNF	P23363	0.166
OPTN	Q8R5M4	SNAP25	P60881	0.1
OPTN	Q8R5M4	TBK1	D4A7D3	0.716
AP2M1	P84092	EGFR	G3V6K6	0.446
AP2M1	P84092	Slc24a2	O54701	0.1
AP2M1	P84092	AP-2 complex	SIGNOR-C245	0.925
Tubgcp3	D3ZMR7	g-TuRC complex	SIGNOR-C282	0.804
Ntng2	D4A9F4	Lrrc4	Q45R42	0.656
Hdac11	B2GUW3	Brd2	Q6MGA9	0.251
MSI2	F1LWE6	NUMB	Q2LC84	0.283
Arhgef26	D4A1D2	CDC42	Q8CFN2	0.499
Mrpl38	Q5PQN9	39S mitochondrial large ribosomal subunit	SIGNOR-C285	0.717
Pabir1	Q6AYT4	PPP2R2A	P36876	0.1
DYNLL2	Q78P75	AMBRA1	F1LNQ2	0.413
HOOK2	E9PTX3	CNTRL	D4A619	0.227
Mrps24	A9UMV2	28S mitochondrial small ribosomal subunit	SIGNOR-C266	0.1
Mrpl53	B2RYW4	39S mitochondrial large ribosomal subunit	SIGNOR-C285	0.68
OTUB1	B2RYG6	UBE2N	Q9EQX9	0.699
PERP	B2GVC0	NFKB1	Q63369	0.1
LOC691143	Q7TP01	CDK6	F1MA87	0.1
Dtnbp1	Q5M834	ABI1	Q9QZM5	0.249
Dtnbp1	Q5M834	WASF2	E9PTF9	0.246
Ptcd3	D3ZGM1	28S mitochondrial small ribosomal subunit	SIGNOR-C266	0.1
Mcrs1	G3V9E0	NSL histone acetyltransferase	SIGNOR-C413	0.569
Nrbf2	Q9QYK3	PIK3C3	O88763	0.672
Nrbf2	Q9QYK3	PIK3R4	P0C0R5	0.639
Nrbf2	Q9QYK3	Vps34 Complex I	SIGNOR-C242	0.704
Zfp503	G3V7W0	CDH1	Q9R0T4	0.1
Zfp503	G3V7W0	GATA3	Q99NH5	0.163
Zfp503	G3V7W0	PTK2	O35346	0.1
IL17RA	D4A740	IL17R complex	SIGNOR-C260	0.452
DISP1	D3ZWU2	SHH	Q63673	0.655
PELI1	B2RYE1	IRAK1	B2RYH5	0.747
PELI1	B2RYE1	BIRC3	F7FLN8	0.381
Pik3ip1	Q56A20	PI3K	SIGNOR-C156	0.165
Chmp6	D3ZDR2	ESCRT-III	SIGNOR-C379	0.599
Mrap2	D4AE95	MC4R	P70596	0.416
Mrap2	D4AE95	MC5R	P35345	0.414
Mrap2	D4AE95	MC3R	P32244	0.416
Mrap2	D4AE95	Mc2r	G3V848	0.442
Mrap2	D4AE95	Mc1r	B6ZGR5	0.405
Otud5	Q2YDU3	TRAF3	D3Z9G0	0.692
Mrpl48	D3ZDX7	39S mitochondrial large ribosomal subunit	SIGNOR-C285	0.696
PDXP	Q8VD52	CFL1	P45592	0.306
AURKB	O55099	NDC80	F7F189	0.78
AURKB	O55099	NDC80	F7F189	0.78
AURKB	O55099	NDC80	F7F189	0.78
AURKB	O55099	BIRC5	Q9JHY7	0.754
AURKB	O55099	Zwint	Q8VIL3	0.525
AURKB	O55099	Zwint	Q8VIL3	0.525
AURKB	O55099	Zwint	Q8VIL3	0.525
AURKB	O55099	Kif20a	B1WC01	0.714
AURKB	O55099	Kif4a	E9PSJ3	0.393
AURKB	O55099	TP53	P10361	0.633
AURKB	O55099	TP53	P10361	0.633
AURKB	O55099	TP53	P10361	0.633
AURKB	O55099	TP53	P10361	0.633
AURKB	O55099	TP53	P10361	0.633
AURKB	O55099	VIM	P31000	0.331
AURKB	O55099	Hist1h1e	P15865	0.1
AURKB	O55099	GFAP	P47819	0.367
AURKB	O55099	GFAP	P47819	0.367
AURKB	O55099	GFAP	P47819	0.367
AURKB	O55099	DES	P48675	0.503
AURKB	O55099	DES	P48675	0.503
AURKB	O55099	DES	P48675	0.503
AURKB	O55099	YY1	Q8CHJ4	0.252
AURKB	O55099	YY1	Q8CHJ4	0.252
AURKB	O55099	HDAC4	Q99P99	0.154
AURKB	O55099		Q6LED0	0.1
AURKB	O55099		Q6LED0	0.1
AURKB	O55099		Q6LED0	0.1
AURKB	O55099		Q6LED0	0.1
AURKB	O55099	H3F3B	P84245	0.1
AURKB	O55099	H3F3B	P84245	0.1
AURKB	O55099	H3F3B	P84245	0.1
AURKB	O55099	NSUN2	D4A3S8	0.647
AURKB	O55099	TP53BP1	F1M842	0.275
AURKB	O55099	ATM	D4ACL8	0.292
AURKB	O55099	PLEKHG6	D4ABR1	0.145
AURKB	O55099	WWC1	F1M6U0	0.142
AURKB	O55099	Ska3	B2GUZ2	0.382
AURKB	O55099	CASC5	D3ZNX2	0.1
AURKB	O55099	CASC5	D3ZNX2	0.1
AURKB	O55099	Haspin	M0RBT0	0.1
AURKB	O55099	Haspin	M0RBT0	0.1
AURKB	O55099	Haspin	M0RBT0	0.1
AURKB	O55099	Haspin	M0RBT0	0.1
AURKB	O55099	Haspin	M0RBT0	0.1
AURKB	O55099	CKAP2	D3ZPD0	0.186
AURKB	O55099	Ska1	B0BN28	0.662
AURKB	O55099	CHMP4C	Q569C1	0.354
AURKB	O55099	CHMP4C	Q569C1	0.354
AURKB	O55099	CHMP4C	Q569C1	0.354
AURKB	O55099	AURKB	O55099	0.1
AURKB	O55099	KIF2C	Q62909	0.616
AURKB	O55099	KIF2C	Q62909	0.616
AURKB	O55099	KIF2C	Q62909	0.616
AURKB	O55099	MYBBP1A	O35821	0.276
AURKB	O55099	RACGAP1	B2GV02	0.702
AURKB	O55099	RACGAP1	B2GV02	0.702
AURKB	O55099	RACGAP1	B2GV02	0.702
AURKB	O55099	RACGAP1	B2GV02	0.702
AURKB	O55099	RACGAP1	B2GV02	0.702
AURKB	O55099	RACGAP1	B2GV02	0.702
AURKB	O55099	DSN1	Q4V7C0	0.523
AURKB	O55099	DSN1	Q4V7C0	0.523
AURKB	O55099	Rprd1b	B5DEK0	0.1
AURKB	O55099	INCENP	D3ZXY1	0.969
AURKB	O55099	INCENP	D3ZXY1	0.969
AURKB	O55099	INCENP	D3ZXY1	0.969
AURKB	O55099	RASSF1	Q5FAQ9	0.352
AURKB	O55099	HDAC9	E5RQ38	0.152
AURKB	O55099	MAPRE3	Q5XIT1	0.406
AURKB	O55099	HDAC5	F1LM64	0.163
AURKB	O55099	NINL	D4A5N1	0.143
AURKB	O55099	NINL	D4A5N1	0.143
Tsc22d3	Q9EQZ1	RELA	Q7TQN4	0.313
AURKB	O55099	NINL	D4A5N1	0.143
SMARCD1	D3ZBS9	SWI/SNF complex	SIGNOR-C92	0.879
Cdca7l	Q4G059	Maob	P19643	0.173
MASTL	D4A355	ENSA	P60841	0.622
MASTL	D4A355	ARPP19	Q712U5	0.62
MASTL	D4A355	MASTL	D4A355	0.1
APIP	D3ZUI1	APAF1	Q9EPV5	0.44
Cenpn	Q5U2W4	CENP-A nucleosome	SIGNOR-C321	0.888
Cenpn	Q5U2W4	CCAN complex	SIGNOR-C365	0.638
Pom121	P52591	NPC	SIGNOR-C263	0.385
Ero1a	Q8R4A1	Erp44	Q5VLR5	0.1
Med30	D3ZG00	Core mediator complex	SIGNOR-C405	0.713
Ints4	D3ZZQ6	POLR2A	D4A5A6	0.429
Ints4	D3ZZQ6	Dync1h1	P38650	0.1
Ints4	D3ZZQ6	Integrator complex	SIGNOR-C265	0.708
Suclg2	F1LPV8	Succinyl-CoA  GTP variant	SIGNOR-C399	0.93
Ngly1	Q5XI55	RAD23B	Q4KMA2	0.814
Nsl1	F1M3N2	MIS12 complex	SIGNOR-C362	0.908
Tsc22d3	Q9EQZ1	FOXO1	G3V7R4	0.194
PAWR	Q62627	WT1	P49952	0.437
Wnk4	Q7TPK6	SLC12A3	P55018	0.492
Wnk4	Q7TPK6	SLC12A3	P55018	0.492
Wnk4	Q7TPK6	STK39	O88506	0.469
Cfap53	F1M6S6	Dnah5	M0R8U1	0.1
Wnk4	Q7TPK6	STK39	O88506	0.469
LRIG1	D3ZD84	EGFR	G3V6K6	0.665
LRIG1	D3ZD84	ERBB2	P06494	0.331
LRIG1	D3ZD84	ERBB2	P06494	0.331
LRIG1	D3ZD84	ERBB3	Q62799	0.358
LRIG1	D3ZD84	CBL	D3ZV15	0.527
LRIG1	D3ZD84	ERBB4	Q62956	0.559
LRIG1	D3ZD84	ERBB4	Q62956	0.559
LRIG1	D3ZD84	CBLC	G3V8H4	0.1
Vps39	E9PT04	SMAD4	O70437	0.198
Vps39	E9PT04	SMAD3/SMAD4	SIGNOR-C9	0.196
EAF1	D4A2G7	ELL	D4A753	0.814
Vcpip1	Q8CF97	VCP	P46462	0.478
Elmo2	G3V982	RAC1	Q6RUV5	0.512
